sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,RUL,label,sensor_1_lag1,sensor_1_rolling_mean_5,sensor_5_lag1,sensor_5_rolling_mean_5,sensor_10_lag1,sensor_10_rolling_mean_5
642.32,1591.47,1400.98,553.74,2388.03,9066.2,47.5,522.09,2388.1,8135.8,8.3864,393,38.84,23.3497,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.98,1592.16,1402.62,552.72,2388.13,9059.4,47.52,521.62,2388.09,8141.62,8.3956,392,38.81,23.3342,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.45,1589.14,1401.31,553.42,2388.12,9059.39,47.56,521.56,2388.12,8139.12,8.4293,393,38.83,23.3494,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.28,1589.21,1401.74,553.6,2388.06,9061.84,47.5,521.88,2388.07,8141.83,8.4364,392,38.91,23.3684,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.17,1582.52,1409.92,553.48,2388.08,9060.84,47.3,521.68,2388.03,8139.09,8.4068,392,38.83,23.3948,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.43,1589.66,1414.22,553.74,2388.12,9052.84,47.49,521.97,2388.07,8136.73,8.4594,394,38.94,23.3194,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.8,1584.26,1404.89,553.85,2388.06,9053.29,47.39,521.53,2388.13,8139.15,8.4262,393,38.84,23.3357,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.66,1589.98,1405.99,553.94,2388.16,9054.68,47.58,521.79,2388.07,8136.12,8.4407,393,38.96,23.1309,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.62,1586.82,1411.63,553.22,2388.08,9060.38,47.5,521.83,2388.03,8141.68,8.3967,394,38.87,23.3216,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.69,1584.9,1416.14,552.96,2388.06,9065.43,47.39,521.61,2388.06,8137.65,8.4295,391,38.88,23.2741,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.57,1592.55,1404.1,553.9,2388.09,9062.88,47.46,522.14,2388.05,8145.48,8.4095,394,38.87,23.2831,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.98,1588.48,1401.65,553.83,2388.11,9058.09,47.45,522.05,2388.11,8141.28,8.4395,393,38.84,23.3954,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.28,1583.99,1406.28,553.27,2388.03,9063.01,47.31,521.22,2388.06,8139.37,8.4114,392,39.04,23.0737,125,0,518.67,518.67,14.62,14.62,1.3,1.3
643.02,1592.82,1408.71,553.75,2388.06,9061.3,47.54,521.9,2388.12,8136.67,8.4304,393,39.03,23.3246,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.5,1592.76,1406.07,553.1,2388.08,9059.14,47.49,522.56,2388.09,8142.32,8.4232,391,38.8,23.3588,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.66,1600.61,1402.94,553.96,2388.07,9066.91,47.48,522.08,2388.05,8143.88,8.4307,393,39.06,23.3176,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.56,1584.82,1411.75,553.61,2388.09,9056.21,47.52,522.11,2388.05,8136.65,8.4454,395,38.93,23.2763,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.63,1592.28,1406.52,552.71,2388.1,9063.28,47.31,521.56,2388.09,8131.94,8.421,393,38.72,23.3293,125,0,518.67,518.67,14.62,14.62,1.3,1.3
643.08,1584.29,1411.93,553.32,2388.02,9064.4,47.51,521.68,2388.09,8140.8,8.4681,392,38.95,23.2886,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.88,1587.82,1405.54,553.73,2388.07,9058.37,47.4,521.79,2388.12,8136.97,8.4062,394,38.78,23.3855,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.66,1589.43,1397.28,553.26,2388.11,9049.26,47.37,521.54,2388.1,8137.97,8.4194,392,38.66,23.2094,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.6,1590.1,1405.39,553.29,2388.06,9062.03,47.38,521.72,2388.09,8136.75,8.4455,393,38.96,23.3754,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.65,1588.92,1406.4,553.89,2388.06,9054.35,47.45,522.16,2388.09,8140.15,8.4686,393,38.71,23.2708,125,0,518.67,518.67,14.62,14.62,1.3,1.3
641.94,1583.23,1401.29,553.51,2388.03,9054.17,47.33,521.75,2388.13,8140.66,8.4204,392,38.83,23.4356,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.73,1584.78,1413.55,553.3,2388.09,9057.95,47.38,521.9,2388.08,8139.34,8.4272,394,39.03,23.3539,125,0,518.67,518.67,14.62,14.62,1.3,1.3
643.38,1588.8,1410.71,553.93,2388.07,9070.51,47.42,521.72,2388.08,8142.93,8.4459,393,38.99,23.3445,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.94,1585.75,1410.18,553.74,2388.11,9057.13,47.36,521.13,2388.08,8146.62,8.4347,392,39.02,23.3679,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.93,1587.59,1414.7,553.12,2388.13,9059.63,47.53,521.86,2388.12,8141.28,8.4582,392,38.72,23.3774,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.11,1590.13,1410.65,553.83,2388.11,9058.12,47.7,521.31,2388.09,8140.9,8.4442,392,38.85,23.2702,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.61,1588.16,1404.23,553.76,2388.11,9068.76,47.42,521.69,2388.04,8143.31,8.4496,393,38.97,23.3659,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.82,1592.24,1403.73,553.32,2388.08,9061.94,47.35,521.91,2388.1,8141.92,8.4482,393,38.78,23.384,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.53,1581.3,1404.73,554.19,2388.04,9057.46,47.45,521.19,2388.06,8142.12,8.3984,393,38.83,23.228,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.21,1590.6,1411.17,553.47,2388.11,9051.49,47.5,521.02,2388.09,8131.6,8.4277,393,38.83,23.2863,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.63,1595.96,1402.54,552.91,2388.16,9059.62,47.46,521.46,2388.13,8136.94,8.4491,393,38.86,23.317,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.07,1589.51,1409.91,553.77,2388.04,9057.98,47.43,521.88,2388.1,8139.66,8.3989,392,38.94,23.3321,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.65,1581.19,1407.07,553.33,2388.08,9052.17,47.54,521.47,2388.14,8136.0,8.4151,392,38.76,23.1893,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.52,1593.95,1410.48,553.8,2388.1,9062.97,47.51,521.96,2388.08,8138.79,8.4927,392,38.8,23.2383,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.52,1582.36,1407.68,553.15,2388.08,9061.37,47.6,521.48,2388.09,8138.05,8.4079,393,38.85,23.2926,125,0,518.67,518.67,14.62,14.62,1.3,1.3
641.88,1590.35,1413.17,552.89,2388.12,9055.56,47.51,521.62,2388.09,8143.84,8.3939,394,38.89,23.2822,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.59,1595.21,1409.69,553.73,2388.13,9066.29,47.43,521.86,2388.06,8141.05,8.4275,393,38.93,23.2474,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.6,1590.83,1409.41,553.78,2388.12,9063.66,47.51,521.5,2388.06,8137.07,8.4787,391,38.88,23.2615,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.65,1584.56,1412.65,553.94,2388.09,9062.94,47.52,522.17,2388.18,8144.35,8.4489,392,38.85,23.332,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.63,1591.24,1408.77,553.7,2388.04,9052.23,47.43,521.77,2388.06,8139.36,8.4274,395,38.93,23.2825,125,0,518.67,518.67,14.62,14.62,1.3,1.3
642.5,1595.9,1408.5,553.46,2388.11,9060.36,47.66,521.34,2388.16,8141.23,8.4498,393,38.84,23.2956,125,0,518.67,518.67,14.62,14.62,1.3,1.3
643.37,1594.71,1411.91,553.48,2388.12,9058.07,47.52,520.87,2388.08,8142.15,8.4405,393,38.76,23.3299,125,0,518.67,518.67,14.62,14.62,1.3,1.3
641.62,1592.13,1409.83,553.9,2388.11,9065.92,47.34,521.1,2388.05,8138.77,8.4315,393,38.82,23.321,124,0,518.67,518.67,14.62,14.62,1.3,1.3
642.85,1596.16,1401.88,553.07,2388.08,9055.65,47.6,521.46,2388.11,8143.02,8.4145,393,38.83,23.2673,123,0,518.67,518.67,14.62,14.62,1.3,1.3
642.17,1594.05,1404.28,553.45,2388.07,9060.47,47.45,521.62,2388.11,8147.53,8.4803,393,38.92,23.1655,122,0,518.67,518.67,14.62,14.62,1.3,1.3
642.27,1596.6,1412.89,552.64,2388.09,9065.57,47.6,521.46,2388.12,8142.34,8.4402,394,38.67,23.3425,121,0,518.67,518.67,14.62,14.62,1.3,1.3
643.18,1595.74,1415.59,554.52,2388.07,9063.72,47.36,521.33,2388.1,8142.59,8.4571,394,38.94,23.3448,120,0,518.67,518.67,14.62,14.62,1.3,1.3
642.64,1578.65,1398.64,553.31,2388.13,9062.59,47.69,521.87,2388.11,8139.28,8.4375,393,38.67,23.2359,119,0,518.67,518.67,14.62,14.62,1.3,1.3
642.79,1585.53,1402.73,553.55,2388.1,9069.68,47.59,521.51,2388.13,8142.28,8.4785,393,38.87,23.172,118,0,518.67,518.67,14.62,14.62,1.3,1.3
642.32,1593.73,1408.52,553.35,2388.07,9062.16,47.49,521.58,2388.05,8141.05,8.4535,392,38.75,23.397,117,0,518.67,518.67,14.62,14.62,1.3,1.3
642.62,1587.96,1408.64,553.85,2388.11,9061.0,47.47,520.61,2388.05,8136.39,8.4432,394,38.74,23.1707,116,0,518.67,518.67,14.62,14.62,1.3,1.3
643.15,1594.27,1405.51,553.24,2388.14,9057.27,47.49,521.78,2388.09,8135.97,8.4254,392,38.81,23.295,115,0,518.67,518.67,14.62,14.62,1.3,1.3
642.4,1589.6,1403.58,553.48,2388.09,9067.94,47.5,521.17,2388.12,8143.65,8.4229,392,38.61,23.238,114,0,518.67,518.67,14.62,14.62,1.3,1.3
642.78,1588.85,1409.73,553.15,2388.08,9059.76,47.55,521.52,2388.1,8136.96,8.4585,393,38.63,23.2052,113,0,518.67,518.67,14.62,14.62,1.3,1.3
642.46,1592.57,1412.02,553.62,2388.11,9060.94,47.52,521.83,2388.08,8143.76,8.4688,394,38.87,23.1731,112,0,518.67,518.67,14.62,14.62,1.3,1.3
642.56,1595.65,1412.69,553.83,2388.1,9066.41,47.54,521.36,2388.18,8139.19,8.4271,394,38.77,23.266,111,0,518.67,518.67,14.62,14.62,1.3,1.3
642.07,1592.87,1409.75,552.57,2388.08,9061.42,47.56,521.78,2388.12,8141.75,8.463,392,38.7,23.1516,110,0,518.67,518.67,14.62,14.62,1.3,1.3
642.74,1591.07,1415.71,552.32,2388.12,9063.16,47.6,521.41,2388.03,8141.15,8.437,393,38.77,23.2814,109,0,518.67,518.67,14.62,14.62,1.3,1.3
642.54,1595.33,1413.15,553.05,2388.1,9064.26,47.38,521.97,2388.08,8134.94,8.4563,393,38.82,23.2471,108,0,518.67,518.67,14.62,14.62,1.3,1.3
642.55,1592.2,1406.65,553.57,2388.09,9063.74,47.67,521.31,2388.11,8141.11,8.4342,393,38.89,23.3028,107,0,518.67,518.67,14.62,14.62,1.3,1.3
642.62,1589.66,1405.98,554.0,2388.13,9062.91,47.37,521.34,2388.11,8145.66,8.4454,395,39.03,23.2205,106,0,518.67,518.67,14.62,14.62,1.3,1.3
642.6,1590.3,1407.55,553.53,2388.07,9054.6,47.51,521.09,2388.07,8146.31,8.4165,394,38.92,23.3995,105,0,518.67,518.67,14.62,14.62,1.3,1.3
642.73,1589.5,1415.36,552.87,2388.1,9057.76,47.49,521.85,2388.12,8135.57,8.4417,395,38.74,23.2573,104,0,518.67,518.67,14.62,14.62,1.3,1.3
643.24,1579.45,1405.78,552.57,2388.13,9057.34,47.56,521.56,2388.13,8141.88,8.4589,395,38.69,23.3229,103,0,518.67,518.67,14.62,14.62,1.3,1.3
642.48,1587.57,1409.59,553.76,2388.03,9058.55,47.55,521.6,2388.08,8138.41,8.4441,392,38.89,23.3827,102,0,518.67,518.67,14.62,14.62,1.3,1.3
642.37,1596.08,1406.09,553.22,2388.1,9058.56,47.62,520.94,2388.12,8145.42,8.4477,393,38.74,23.2892,101,0,518.67,518.67,14.62,14.62,1.3,1.3
642.7,1595.19,1403.6,552.35,2388.11,9066.41,47.59,521.19,2388.14,8138.67,8.4411,393,38.82,23.2691,100,0,518.67,518.67,14.62,14.62,1.3,1.3
642.55,1585.53,1416.15,552.9,2388.14,9062.86,47.47,521.7,2388.08,8136.63,8.437,393,38.69,23.2489,99,0,518.67,518.67,14.62,14.62,1.3,1.3
643.32,1593.23,1410.11,552.8,2388.12,9058.09,47.65,520.85,2388.11,8140.51,8.4563,392,38.66,23.2357,98,0,518.67,518.67,14.62,14.62,1.3,1.3
642.83,1593.73,1420.61,552.25,2388.09,9064.14,47.44,521.47,2388.1,8141.73,8.4526,391,38.82,23.2364,97,0,518.67,518.67,14.62,14.62,1.3,1.3
642.96,1583.83,1414.45,552.62,2388.11,9058.77,47.7,521.43,2388.08,8144.41,8.464,393,39.02,23.285,96,0,518.67,518.67,14.62,14.62,1.3,1.3
643.15,1593.07,1408.17,553.04,2388.1,9062.59,47.5,521.24,2388.15,8145.18,8.4381,393,38.59,23.3877,95,0,518.67,518.67,14.62,14.62,1.3,1.3
642.89,1589.49,1408.06,552.84,2388.13,9064.71,47.46,520.91,2388.16,8137.61,8.4275,391,38.7,23.2363,94,0,518.67,518.67,14.62,14.62,1.3,1.3
642.88,1593.22,1402.87,553.31,2388.11,9058.24,47.57,521.58,2388.12,8138.41,8.3992,393,38.91,23.2852,93,0,518.67,518.67,14.62,14.62,1.3,1.3
642.82,1596.78,1410.67,553.91,2388.12,9063.44,47.56,521.12,2388.08,8138.72,8.469,393,38.82,23.2242,92,0,518.67,518.67,14.62,14.62,1.3,1.3
642.77,1592.86,1414.08,553.27,2388.12,9055.89,47.88,521.0,2388.16,8136.34,8.4579,394,38.83,23.2901,91,0,518.67,518.67,14.62,14.62,1.3,1.3
642.79,1588.82,1412.23,553.2,2388.15,9061.46,47.56,521.04,2388.17,8135.79,8.4815,395,38.78,23.2054,90,0,518.67,518.67,14.62,14.62,1.3,1.3
642.96,1585.94,1413.53,552.87,2388.1,9057.27,47.57,521.35,2388.09,8136.78,8.4672,395,38.81,23.2591,89,0,518.67,518.67,14.62,14.62,1.3,1.3
642.24,1592.33,1404.41,552.31,2388.15,9062.89,47.54,520.7,2388.12,8137.23,8.4555,393,38.7,23.3097,88,0,518.67,518.67,14.62,14.62,1.3,1.3
642.75,1588.68,1408.92,553.52,2388.11,9055.44,47.58,522.06,2388.09,8137.51,8.4545,395,38.85,23.2798,87,0,518.67,518.67,14.62,14.62,1.3,1.3
642.97,1585.35,1412.15,552.95,2388.15,9069.03,47.43,520.9,2388.13,8137.11,8.4341,394,38.71,23.3725,86,0,518.67,518.67,14.62,14.62,1.3,1.3
642.65,1586.92,1414.37,553.38,2388.08,9057.08,47.82,521.44,2388.19,8139.83,8.4303,393,38.83,23.2224,85,0,518.67,518.67,14.62,14.62,1.3,1.3
642.08,1584.8,1409.92,554.27,2388.13,9066.62,47.5,521.05,2388.12,8140.49,8.4679,393,38.75,23.2996,84,0,518.67,518.67,14.62,14.62,1.3,1.3
643.02,1594.52,1415.38,554.01,2388.12,9062.41,47.85,520.71,2388.08,8140.79,8.4763,392,38.81,23.3251,83,0,518.67,518.67,14.62,14.62,1.3,1.3
642.96,1595.29,1407.75,552.44,2388.08,9059.36,47.69,521.1,2388.11,8144.36,8.4475,393,38.77,23.2025,82,0,518.67,518.67,14.62,14.62,1.3,1.3
642.94,1589.69,1415.38,553.37,2388.13,9065.51,47.7,521.2,2388.14,8138.34,8.4561,392,38.81,23.3461,81,0,518.67,518.67,14.62,14.62,1.3,1.3
642.6,1591.92,1411.21,553.17,2388.17,9064.2,47.64,521.33,2388.12,8142.73,8.4461,395,38.82,23.3095,80,0,518.67,518.67,14.62,14.62,1.3,1.3
642.88,1591.8,1412.73,552.95,2388.17,9064.7,47.54,521.13,2388.13,8138.66,8.4499,394,38.81,23.166,79,0,518.67,518.67,14.62,14.62,1.3,1.3
642.72,1596.51,1410.04,553.19,2388.12,9056.03,47.8,521.38,2388.14,8134.82,8.4514,393,38.7,23.3063,78,0,518.67,518.67,14.62,14.62,1.3,1.3
643.04,1588.63,1413.74,553.72,2388.11,9056.48,47.73,521.41,2388.16,8138.41,8.4444,394,38.65,23.1557,77,0,518.67,518.67,14.62,14.62,1.3,1.3
642.67,1589.75,1414.71,552.58,2388.05,9070.76,47.83,521.37,2388.13,8138.68,8.453,393,38.67,23.1906,76,0,518.67,518.67,14.62,14.62,1.3,1.3
643.39,1591.5,1411.35,552.61,2388.12,9059.7,47.63,520.88,2388.09,8141.41,8.4289,393,38.82,23.2179,75,0,518.67,518.67,14.62,14.62,1.3,1.3
642.93,1588.97,1407.46,553.23,2388.12,9062.7,47.64,521.4,2388.13,8135.63,8.4536,393,38.85,23.2371,74,0,518.67,518.67,14.62,14.62,1.3,1.3
642.86,1597.14,1415.53,552.44,2388.11,9061.17,47.61,521.1,2388.14,8138.13,8.4676,393,38.75,23.2472,73,0,518.67,518.67,14.62,14.62,1.3,1.3
643.38,1585.84,1414.4,552.22,2388.12,9059.7,47.69,520.69,2388.15,8137.98,8.4455,395,38.81,23.2007,72,0,518.67,518.67,14.62,14.62,1.3,1.3
643.1,1596.51,1408.06,553.02,2388.14,9060.26,47.62,520.72,2388.12,8139.64,8.4901,394,38.79,23.2603,71,0,518.67,518.67,14.62,14.62,1.3,1.3
642.77,1600.06,1410.0,552.54,2388.13,9061.36,47.5,521.16,2388.16,8141.44,8.4801,394,38.65,23.26,70,0,518.67,518.67,14.62,14.62,1.3,1.3
643.21,1593.08,1415.74,553.05,2388.17,9058.03,47.56,520.83,2388.07,8139.94,8.4202,392,38.81,23.2195,69,0,518.67,518.67,14.62,14.62,1.3,1.3
643.05,1590.78,1415.61,552.49,2388.13,9051.0,47.76,520.73,2388.16,8135.26,8.4623,394,38.87,23.2414,68,0,518.67,518.67,14.62,14.62,1.3,1.3
642.96,1595.29,1409.34,552.88,2388.1,9061.74,47.87,521.42,2388.14,8142.98,8.4712,392,38.74,23.3185,67,0,518.67,518.67,14.62,14.62,1.3,1.3
643.13,1597.11,1411.31,553.08,2388.11,9063.54,47.6,521.27,2388.12,8138.17,8.4348,394,38.72,23.2391,66,0,518.67,518.67,14.62,14.62,1.3,1.3
642.93,1590.31,1417.57,552.79,2388.1,9056.95,47.71,520.97,2388.13,8133.68,8.5085,394,38.73,23.098,65,0,518.67,518.67,14.62,14.62,1.3,1.3
643.09,1603.18,1408.59,553.19,2388.13,9061.67,47.75,521.31,2388.16,8144.43,8.4581,395,38.84,23.1101,64,0,518.67,518.67,14.62,14.62,1.3,1.3
643.2,1590.27,1411.71,552.69,2388.15,9057.27,47.79,521.17,2388.15,8138.92,8.4951,394,38.54,23.2311,63,0,518.67,518.67,14.62,14.62,1.3,1.3
642.71,1592.84,1418.57,553.24,2388.16,9058.92,47.9,521.15,2388.09,8140.11,8.4207,394,38.63,23.1819,62,0,518.67,518.67,14.62,14.62,1.3,1.3
642.78,1595.78,1416.61,553.91,2388.16,9057.04,48.02,520.98,2388.1,8138.57,8.4595,395,38.76,23.2439,61,0,518.67,518.67,14.62,14.62,1.3,1.3
643.24,1593.24,1410.77,552.87,2388.15,9061.1,47.69,520.77,2388.1,8140.15,8.4508,395,38.63,23.2446,60,0,518.67,518.67,14.62,14.62,1.3,1.3
643.12,1596.17,1411.43,552.76,2388.13,9055.55,47.64,520.08,2388.19,8136.21,8.4312,395,38.65,23.237,59,0,518.67,518.67,14.62,14.62,1.3,1.3
643.1,1596.43,1421.36,552.68,2388.14,9057.6,47.77,520.85,2388.12,8139.26,8.4947,395,38.69,23.2961,58,0,518.67,518.67,14.62,14.62,1.3,1.3
642.8,1595.95,1415.42,552.7,2388.18,9058.96,47.59,521.45,2388.17,8133.16,8.4638,394,38.63,23.2847,57,0,518.67,518.67,14.62,14.62,1.3,1.3
643.2,1591.81,1412.8,552.77,2388.16,9063.51,47.83,520.99,2388.18,8138.37,8.4903,395,38.8,23.2694,56,0,518.67,518.67,14.62,14.62,1.3,1.3
643.61,1591.13,1407.22,552.65,2388.23,9061.14,47.71,520.65,2388.14,8137.82,8.4559,396,38.64,23.1169,55,0,518.67,518.67,14.62,14.62,1.3,1.3
642.93,1601.24,1417.38,552.6,2388.13,9057.34,47.67,521.26,2388.11,8141.25,8.477,395,38.72,23.2038,54,0,518.67,518.67,14.62,14.62,1.3,1.3
643.27,1591.74,1414.74,552.43,2388.15,9058.31,47.68,520.8,2388.19,8137.94,8.4731,395,38.8,23.213,53,0,518.67,518.67,14.62,14.62,1.3,1.3
642.91,1594.31,1413.18,552.48,2388.15,9054.06,47.95,521.09,2388.16,8137.98,8.4527,394,38.73,23.2177,52,0,518.67,518.67,14.62,14.62,1.3,1.3
643.12,1591.22,1417.01,551.91,2388.17,9058.92,47.85,521.0,2388.11,8136.91,8.4874,393,38.64,23.2388,51,0,518.67,518.67,14.62,14.62,1.3,1.3
643.18,1589.91,1421.7,553.02,2388.15,9064.61,47.82,520.77,2388.19,8134.45,8.4596,393,38.74,23.2114,50,0,518.67,518.67,14.62,14.62,1.3,1.3
643.27,1592.62,1417.35,552.92,2388.11,9068.29,47.93,520.76,2388.17,8138.06,8.5086,395,38.88,23.2118,49,0,518.67,518.67,14.62,14.62,1.3,1.3
642.85,1591.05,1418.64,551.75,2388.13,9048.84,47.75,520.87,2388.14,8130.65,8.4833,396,38.67,23.1617,48,0,518.67,518.67,14.62,14.62,1.3,1.3
642.75,1591.16,1421.43,552.49,2388.08,9062.75,47.6,520.58,2388.18,8139.7,8.4712,394,38.68,23.1199,47,0,518.67,518.67,14.62,14.62,1.3,1.3
643.23,1597.26,1415.88,551.88,2388.14,9057.95,47.68,520.59,2388.14,8138.77,8.4351,394,38.51,23.0601,46,0,518.67,518.67,14.62,14.62,1.3,1.3
643.17,1599.1,1416.77,552.39,2388.16,9054.04,47.75,520.49,2388.26,8140.57,8.458,394,38.47,23.2023,45,0,518.67,518.67,14.62,14.62,1.3,1.3
643.21,1592.15,1416.31,552.47,2388.23,9059.11,47.77,520.57,2388.12,8138.36,8.4679,395,38.76,23.196,44,0,518.67,518.67,14.62,14.62,1.3,1.3
643.6,1592.42,1423.17,552.13,2388.18,9064.31,47.92,520.84,2388.17,8137.42,8.4724,395,38.71,23.0906,43,0,518.67,518.67,14.62,14.62,1.3,1.3
643.36,1599.02,1416.32,553.24,2388.18,9066.69,47.82,520.65,2388.2,8131.76,8.478,394,38.49,23.1827,42,0,518.67,518.67,14.62,14.62,1.3,1.3
643.01,1599.91,1425.08,552.11,2388.14,9062.65,47.78,520.54,2388.13,8140.7,8.4716,395,38.51,23.1637,41,0,518.67,518.67,14.62,14.62,1.3,1.3
642.97,1598.76,1419.03,552.84,2388.19,9066.95,47.59,520.54,2388.18,8133.52,8.4814,394,38.55,23.2286,40,0,518.67,518.67,14.62,14.62,1.3,1.3
643.22,1596.8,1419.4,552.97,2388.15,9064.38,48.02,520.45,2388.18,8139.87,8.4587,393,38.56,23.2079,39,0,518.67,518.67,14.62,14.62,1.3,1.3
643.07,1595.81,1417.69,552.6,2388.17,9052.64,47.71,520.54,2388.16,8137.62,8.4544,394,38.63,23.1522,38,0,518.67,518.67,14.62,14.62,1.3,1.3
643.66,1600.0,1414.28,551.57,2388.2,9055.47,47.76,520.4,2388.2,8142.67,8.497,396,38.72,23.134,37,0,518.67,518.67,14.62,14.62,1.3,1.3
642.97,1601.76,1425.73,552.42,2388.16,9059.8,47.76,520.82,2388.27,8133.14,8.4853,395,38.56,23.2298,36,0,518.67,518.67,14.62,14.62,1.3,1.3
643.02,1591.53,1417.58,552.35,2388.11,9057.3,47.91,520.59,2388.19,8133.19,8.4953,395,38.77,23.1862,35,0,518.67,518.67,14.62,14.62,1.3,1.3
643.41,1596.17,1421.04,551.95,2388.25,9061.55,47.78,520.67,2388.17,8135.94,8.4642,393,38.68,23.1132,34,0,518.67,518.67,14.62,14.62,1.3,1.3
643.58,1602.79,1418.65,552.53,2388.22,9058.19,48.04,519.85,2388.2,8135.95,8.4983,395,38.67,23.1698,33,0,518.67,518.67,14.62,14.62,1.3,1.3
642.99,1588.33,1415.26,552.24,2388.16,9059.83,47.79,520.45,2388.17,8137.55,8.487,396,38.52,23.1557,32,0,518.67,518.67,14.62,14.62,1.3,1.3
643.67,1601.06,1411.82,551.98,2388.19,9059.33,48.06,520.42,2388.21,8140.55,8.4659,396,38.58,23.1506,31,0,518.67,518.67,14.62,14.62,1.3,1.3
642.61,1601.72,1417.33,552.22,2388.23,9060.6,47.91,520.48,2388.2,8140.41,8.5227,393,38.52,23.1811,30,1,518.67,518.67,14.62,14.62,1.3,1.3
644.01,1596.42,1419.54,552.05,2388.22,9058.96,47.83,520.42,2388.17,8133.3,8.5006,397,38.57,23.1864,29,1,518.67,518.67,14.62,14.62,1.3,1.3
643.29,1598.8,1420.23,552.13,2388.22,9060.21,47.9,520.1,2388.13,8137.02,8.477,394,38.68,23.2111,28,1,518.67,518.67,14.62,14.62,1.3,1.3
643.41,1599.61,1429.36,552.03,2388.19,9065.03,48.01,520.77,2388.24,8137.94,8.4957,395,38.62,23.1601,27,1,518.67,518.67,14.62,14.62,1.3,1.3
643.27,1589.75,1419.74,551.78,2388.18,9056.22,48.02,519.81,2388.22,8134.29,8.5477,396,38.71,23.1279,26,1,518.67,518.67,14.62,14.62,1.3,1.3
643.54,1598.75,1428.35,551.92,2388.26,9060.24,47.85,520.25,2388.26,8135.72,8.5108,394,38.74,23.1159,25,1,518.67,518.67,14.62,14.62,1.3,1.3
643.46,1602.5,1431.13,551.78,2388.23,9059.36,48.0,520.33,2388.25,8130.65,8.494,394,38.54,23.0676,24,1,518.67,518.67,14.62,14.62,1.3,1.3
643.2,1601.54,1425.23,552.25,2388.16,9060.7,48.17,519.86,2388.24,8133.9,8.5343,395,38.63,23.1645,23,1,518.67,518.67,14.62,14.62,1.3,1.3
643.55,1599.82,1424.68,552.03,2388.2,9051.53,47.85,519.68,2388.21,8134.72,8.4871,396,38.74,23.1227,22,1,518.67,518.67,14.62,14.62,1.3,1.3
643.84,1594.08,1421.7,552.36,2388.21,9058.36,48.01,520.28,2388.23,8136.72,8.5343,392,38.49,23.1607,21,1,518.67,518.67,14.62,14.62,1.3,1.3
642.95,1595.53,1419.81,552.31,2388.22,9063.35,47.84,520.19,2388.21,8134.14,8.4536,397,38.77,23.1548,20,1,518.67,518.67,14.62,14.62,1.3,1.3
643.6,1599.86,1419.89,551.68,2388.21,9054.64,48.03,519.98,2388.24,8138.17,8.4727,394,38.59,23.1223,19,1,518.67,518.67,14.62,14.62,1.3,1.3
643.53,1595.77,1422.42,551.64,2388.22,9065.05,47.97,520.35,2388.17,8138.01,8.4638,395,38.81,23.089,18,1,518.67,518.67,14.62,14.62,1.3,1.3
643.06,1598.2,1430.6,551.16,2388.28,9059.48,48.03,520.36,2388.25,8136.6,8.5017,397,38.67,23.0181,17,1,518.67,518.67,14.62,14.62,1.3,1.3
643.74,1597.08,1422.35,551.64,2388.27,9054.05,47.85,520.37,2388.23,8136.31,8.5224,396,38.49,23.065,16,1,518.67,518.67,14.62,14.62,1.3,1.3
